📺YouTube 新聞,#genre#
華視台灣台,https://litv.zapi.us.kg/?id=4gtv-4gtv041
民視,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv002
民視,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv155
TVBS,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv073
TVBS台灣台,https://litv.zapi.us.kg/?id=4gtv-4gtv073
國會頻道1,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv084
國會頻道2,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv085
第1商業台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv109
唯心電視台,https://5ddce30eb4b55.streamlock.net/wxtv/wxtvnow.stream/playlist.m3u8&data=normal
新唐人,http://www.youtube.com/watch?v=WIhgU_mc05A
澳洲ABCNews,http://www.youtube.com/watch?v=vOTiJkg1voo
ABC News,http://www.youtube.com/live/-mvUkiILTqI
CCTV中文國際,http://www.youtube.com/watch?v=bEZYrBMYNNg
CNN News,http://www.youtube.com/watch?v=78UnBnAidZ0-
DW,http://www.youtube.com/watch?v=pqabxBKzZ6M
DW德國之聲,https://youtu.be/tZT2MCYu6Zw
Euronews English,http://www.youtube.com/live/pykpO5kQJ98
Euronews English,http://www.youtube.com/watch?v=pykpO5kQJ98
Fox new,http://www.youtube.com/watch?v=YDfiTGGPYCk
FRANCE 24,http://www.youtube.com/watch?v=h3MuIUNCCzI
HTB北海道,http://www.youtube.com/live/d8CrKBU99Hg
KBS KOREA,http://www.youtube.com/watch?v=HnfpTMtfFk8
KOMPASTV,http://www.youtube.com/watch?v=4rmf-lk3ito
mnews鏡新聞,http://www.youtube.com/live/5n0y6b0Q25o
NASA Live,http://www.youtube.com/live/nA9UZF-SZoQ
Nat geo wild,http://www.youtube.com/watch?v=BJ3Yv572V1A
NBC NEW,http://www.youtube.com/watch?v=7-JR7DjKF_c
NHK WORLD,http://www.youtube.com/watch?v=f0lYkdA-Gtw
Sky News,http://www.youtube.com/watch?v=w9uJg68CV4g
TVBS HD,https://m.youtube.com/watch?v=YvdcZ_jpLXE
TVBS HD,https://clonglii.serv00.net/youtube_d.php?id=YvdcZ_jpLXE&data=normal
TVBS HD,https://clonglii.serv00.net/youtube_d.php?id=YvdcZ_jpLXE&ln=2&data=normal
CBS哥倫比亞廣播系統新聞(CBS),https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master.m3u8&data=normal
CNN有線電視新聞網(CNN),https://d3696l48vwq25d.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-0g2918mubifjw/index.m3u8&data=normal
CNN有線電視新聞網(CNN),https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8&data=normal
CNN有線電視新聞網(CNN),https://cnn-cnninternational-1-eu.rakuten.wurl.tv/playlist.m3u8&data=normal
福斯直播(美國偏保守派)(LiveNOW from FOX),https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8&data=normal
彭博財經電視(美國財經)(Bloomberg Television),https://0984ed0046994029aafaa07692005474.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Samsung_Bloomberg/playlist.m3u8&data=normal
RT俄羅斯今日電視台(俄羅斯)(RT News),https://rt-glb.rttv.com/dvr/rtnews/playlist.m3u8&data=normal
BBC英國廣播公司新聞(英國)(BBC News),https://d1kvlt93j1bc49.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-6vpx7bvwjm7ao/v1/amcnetworks_bbcnews_1/samsungheadend_us/latest/main/hls/playlist.m3u8&data=normal
BBC英國廣播公司新聞(英國)(BBC News),https://i.mjh.nz/SamsungTVPlus/US4000033L.m3u8&data=normal
亞洲新聞(新加坡)(CNA),https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8&data=normal
日本廣播協會(日本)(NHK World)(各地字幕),https://cdn.nhkworld.jp/www11/nhkworld-tv/bmcc-live/zt/playlist-back.m3u8&data=normal
鳳凰資訊,http://www.youtube.com/watch?v=sUISafvOieY
TVBS56,http://www.youtube.com/watch?v=YvdcZ_jpLXE
東森Live,http://www.youtube.com/watch?v=S5WOGu2HSes



🏘️Rob Yang就是我,#genre#
有事嗎？我們不熟,http://www.youtube.com/watch?v=ylYJSBUgaMA
此僅限研究實驗使用,http://a.b
如目的爲觀看則屬非法行為,http://a.c
任何責任自行負責,http://a.d
只能蜂蜜影視2.6.4後,http://www.youtube.com/watch?v=yks2_Og6MY4
或OK影視pro2.6.4後,http://m.youtube.com/watch?v=6IquAgfvYmc





📺YouTube 兒童,#genre#
東森幼幼,https://youtu.be/IAGgSVzXIJM
東森幼幼,https://www.youtube.com/watch?v=IAGgSVzXIJM
東森幼幼,https://www.567858.xyz/youtube.php?id=IAGgSVzXIJM
MOMO親子,https://www.567858.xyz/youtube.php?id=oLdxAo_dez0
MOMO親子,https://youtu.be/oLdxAo_dez0
MOMO親子,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/231
MOMO親子,https://108.181.9.39/live/IAGgSVzXIJM?themeRefresh=1&__cpo=aHR0cHM6Ly93d3cueW91dHViZS5jb20
MOMO親子成語,https://youtu.be/OrX2QQtMkkY
MOMO親子成語,https://www.567858.xyz/youtube.php?id=OrX2QQtMkkY
MOMO親子音樂,https://www.567858.xyz/youtube.php?id=LvPgP4ARP3Y
靖天映畫台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv055
靖天卡通台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv044
龍華卡通台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/litv-longturn01
靖洋卡通 Nice Bingo,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv057
DreamWorks 夢工廠動畫,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/282
Nickelodeon,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/185
Nick Jr. 兒童頻道,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/219
i-Fun 動漫台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/litv-ftv15
兒童卡通台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/269
精選動漫台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/204
經典卡通台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/202
達文西頻道,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv018
超人力霸王整套看,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/278
LiveABC 互動英語台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/188
迪士尼,https://www.567858.xyz/youtube.php?id=cgHyVRqn6ow
迪士尼2,https://www.567858.xyz/youtube.php?id=0DecaiMuSfI
迪士尼3,https://www.567858.xyz/youtube.php?id=3Cshaj_1NO4
迪士尼4,https://www.567858.xyz/youtube.php?id=CHK9pKnozHk
迪士尼5,https://www.567858.xyz/youtube.php?id=u-hWZjiRUXk
迪士尼6,https://www.567858.xyz/youtube.php?id=2S-4lQITckc
迪士尼7,https://www.567858.xyz/youtube.php?id=Y8-gcg0_I0w
迪士尼最佳歌曲2023,https://www.567858.xyz/youtube.php?id=dpIbmKroTgA
迪士尼最佳歌曲2023,https://youtu.be/dpIbmKroTgA?si=YILikSplg7x284_Y
動畫世界,https://sc2024.stream-link.org/live/76176147201.php?id=m515bmd
尼克兒童,https://sc2024.stream-link.org/live/76176147201.php?id=m372zmu
尼克兒童,https://sc2024.stream-link.org/live/76176147201.php?id=m790jmc
Dream Works夢工廠動畫(國),https://sc2024.stream-link.org/live/76176147201.php?id=m742amc
Dream Works夢工廠動畫(粵),https://sc2024.stream-link.org/live/76176147201.php?id=m298bmd
CBeebies Asia,https://sc2024.stream-link.org/live/76176147201.php?id=m251dme
Moonbug,https://sc2024.stream-link.org/live/76176147201.php?id=m387tme
達文西頻道,https://sc2024.stream-link.org/live/76176147201.php?id=m012vmm
ELTV生活英語台,https://sc2024.stream-link.org/live/76176147201.php?id=m819kme



📺YouTube 其他,#genre#
達文西頻道,https://litv.zapi.us.kg/?id=4gtv-4gtv018
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
亞洲旅遊台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/litv-longturn17
亞洲旅遊台,https://litv.zapi.us.kg/?id=litv-longturn17
亞洲旅遊台,http://37.27.111.214:8080/live/10/hls.m3u8
阿裡郎,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv079
寰宇台灣台,https://litv.zapi.us.kg/?id=litv-longturn15
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
Smart知識台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/litv-longturn19
Smart知識台,https://litv.zapi.us.kg/?id=litv-longturn19
民視戲劇,http://www.youtube.com/live/6CQZxYpW9q4
華視綜藝頻道,http://m.youtube.com/live/IfKO17h4pVE
華視戲劇頻道,http://m.youtube.com/live/WFXI3igmwDk
中視亞洲台,http://www.youtube.com/live/s2waUruqze4
中視綜藝,http://www.youtube.com/live/ADDSmXoPDY8
台視,https://m.youtube.com/watch?v=uDqQo8a7Xmk
大愛一台,http://www.youtube.com/watch?v=MIqUplvSRWA
大愛一台,https://m.youtube.com/watch?v=MIqUplvSRWA
大愛一台,https://m.youtube.com/watch?v=oV_i3Hsl_zg
大愛二台台灣,http://www.youtube.com/watch?v=OKvWtVoDR8I
大愛二台全球,http://www.youtube.com/watch?v=DTNkEm6jaqQ
信大電視台,http://www.youtube.com/live/ciwFpYofb28
國會頻道,http://www.youtube.com/live/4HysYHJ6GkY
momo購物一台,http://www.youtube.com/watch?v=_pZQ1Lk0xMA
momo購物二台,http://www.youtube.com/watch?v=xbNWkUyxQGM
東森購物台CH34,http://www.youtube.com/watch?v=ViJ3XiN6Q3M
美好購物二台,http://www.youtube.com/watch?v=lEXITHxcagI
好消息,https://dqhxk7sbp7xog.cloudfront.net/osmflivech1.m3u8&data=normal$decoder=2
好消息,https://live.streamingfast.net/osmflivech1.m3u8&data=normal$decoder=2
好消息2,https://dqhxk7sbp7xog.cloudfront.net/osmflivech2.m3u8&data=normal$decoder=2
大愛二台,https://m.youtube.com/watch?v=DTNkEm6jaqQ
大愛二台,https://m.youtube.com/watch?v=OKvWtVoDR8I
華藏,http://www.youtube.com/watch?v=ypmrwYeLAaQ
希望電視台,https://videodelivery.net/f9fac529ef8cc8f8dc702ac06116ad1b/manifest/video.m3u8&data=normal
東京新宿,http://www.youtube.com/watch?v=DjdUEyjx8GM
正德電視台,http://www.youtube.com/watch?v=AfcVHGIRbP8
淨空老法師直播台,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8&data=normal
港台電視33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8&data=normal
港台電視34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8&data=normal
港台電視35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8&data=normal
CBTV十方法界弘法電視台,https://m.youtube.com/watch?v=77SHFx1c8Lk
生命電視台,http://211.73.19.201/live/AB167E56-808C-81D4-6471-76DC400D5192.m3u8?fmt=x264_1200K_ts&cpid=admin&size=1920X1080&data=normal
香港佛陀教育協會,https://i.cibei.org/live/hd/playlist.m3u8&data=normal
香港佛陀教育協會,https://live.jingzong.org/live/hd/playlist.m3u8&data=normal
鳳凰衛視資訊,http://www.youtube.com/watch?v=HFib76ySpbU
民視,https://aktv.top/live/FTV/index.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
民視,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
TVBS,https://aktv.top/live/TVBS/index.m3u8
靖天電影台,https://aktv.top/live/靖天電影台/index.m3u8
龍華經典台,https://aktv.top/live/龍華經典台/index.m3u8
中天亞洲台,https://aktv.top/live/中天亞洲台/index.m3u8
三立綜合台,https://aktv.top/live/三立綜合台/index.m3u8
中視,https://aktv.top/live/中視/index.m3u8
華視,https://aktv.top/live/華視/index.m3u8



📻電台,#genre#
CityFM台北健康FM 90.1,http://fm901.cityfm.tw:8080/901.mp3
CityFM大苗栗廣播FM 98.3,http://fm983.cityfm.tw:8080/983.mp3
CityFM城市廣播FM 92.9,http://fm929.cityfm.tw:8080/929.mp3
CityFM台南之音FM 97.1,http://fm971.cityfm.tw:8080/971.mp3
中廣音樂網,http://stream.rcs.revma.com/ks4vsmg3qtzuv
中廣新聞網,http://stream.rcs.revma.com/78fm9wyy2tzuv
中廣流行網,http://stream.rcs.revma.com/aw9uqyxy2tzuv
RTI中央廣播電台,https://streamak0138.akamaized.net/live0138lh-mbm9/_definst_/rti3/playlist.m3u8
RTI亞洲語言Live,https://streamak0138.akamaized.net/live0138lh-mbm9/_definst_/rti5/chunklist.m3u8
RTI閩客粵語和歐美外語Live,https://streamak0138.akamaized.net/live0138lh-mbm9/_definst_/rti6/playlist.m3u8
AsiaFM亞洲電台FM92.7,https://stream.rcs.revma.com/xpgtqc74hv8uv 
AsiaFM亞太電台FM92.3,https://stream.rcs.revma.com/kydend74hv8uv
FlyRadio飛揚調頻895,https://stream.rcs.revma.com/e0tdah74hv8uv
News98新聞,http://stream.rcs.revma.com/55tyxsy4qtzuv
ICRT,http://live.leanstream.co/ICRTFM-MP3
飛碟電台,http://stream.rcs.revma.com/em90w4aeewzuv
警廣之聲,http://play-radio-stream3.hndt.com/now/prIgXGFo/playlist.m3u8
全國治安交通網,http://stream.pbs.gov.tw:1935/live/mp3:PBS/playlist.m3u8
員警廣播台北分台,http://stream.pbs.gov.tw:1935/live/TPS/playlist.m3u8 
員警廣播高雄分台,http://stream.pbs.gov.tw:1935/live/KSS/playlist.m3u8
員警廣播台中分台,http://stream.pbs.gov.tw:1935/live/TCS/playlist.m3u8
員警廣播台南分台,http://stream.pbs.gov.tw:1935/live/TNS/playlist.m3u8 
員警廣播台東分台,http://stream.pbs.gov.tw:1935/live/TTS/playlist.m3u8
員警廣播新竹分台,http://stream.pbs.gov.tw:1935/live/SCS/playlist.m3u8
員警廣播花蓮分台,http://stream.pbs.gov.tw:1935/live/HLS/playlist.m3u8 
員警廣播宜蘭分台,http://stream.pbs.gov.tw:1935/live/ELS/playlist.m3u8
台北廣播電台FM93.1,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/fm/playlist.m3u8
台北廣播電台AM1134,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/am/playlist.m3u8 
國立教育廣播電台台北總台FM台,https://cast.ner.gov.tw/1#http://wowza.ner.gov.tw/live/_definst_/1/playlist.m3u8
國立教育廣播電台台北總台AM台,https://cast.ner.gov.tw/2
台灣古典音樂台,http://59.120.88.155:8000/live.mp3
BravoFM台北都會音樂台,https://onair.bravo913.com.tw:9130/live.mp3
台中古典音樂台,https://onair.family977.com.tw:8977/live.mp3
佳音羅東宜蘭FM90.3,http://cdn51.ccdntech.com/live-http/_definst_/vod51_Live/ch02/playlist.m3u8
佳音經典音樂網,http://cdn51.ccdntech.com/live-http/_definst_/vod51_Live/ch03/playlist.m3u8
佳音現代音樂網,http://cdn51.ccdntech.com/live-http/_definst_/vod51_Live/ch04/playlist.m3u8
寶島聯播網|大千電台,http://125.227.87.206:8000/FM99.1
寶島聯播網|寶島新聲,http://125.227.87.206:8000/FM98.5
寶島聯播網|主人電台,http://125.227.87.206:8000/FM96.9
正義電台,http://211.20.119.103:8081
太陽電台,http://211.20.119.102:8081 
台中廣播電台,http://211.20.119.101:8081
台灣Lounge Radio音樂電台,http://streaming.radionomy.com/JamendoLounge
輕鬆電台FM 96.9,http://stream.rcs.revma.com/k41z6wadu5hvv
正聲綜合,http://flv.ccdntech.com/live/_definst_/mp4:vod117_Live/live2/playlist.m3u8
正聲FM104.1,http://flv.ccdntech.com/live/_definst_/mp4:vod117_Live/live1/playlist.m3u8
環宇廣播,http://stream.rcs.revma.com/srn5f9kmwxhvv
M-Radio全國廣播,http://stream.rcs.revma.com/044q61ha7a0uv/hls.m3u8


飛碟電台,https://yeslivetv.com/radio/uforadio/
中廣新聞網,https://yeslivetv.com/radio/bbc-news-radio/
中廣流行網 FM103,https://yeslivetv.com/radio/i-like-radio-fm103/
中廣音樂網 FM96,https://yeslivetv.com/radio/i-radio-fm96/
中廣鄉親網 COUNTRY,https://yeslivetv.com/radio/bbc-country/
中廣 I go AM531,https://yeslivetv.com/radio/i-go-am531/
亞洲電台 FM92.7,https://yeslivetv.com/radio/asia-fm927/
亞太電台 FM92.3,https://yeslivetv.com/radio/asia-fm923/
飛揚電台(飛揚調頻)FM89.5,https://yeslivetv.com/radio/asia-fm895/
愛樂電台 FM99.7,https://yeslivetv.com/radio/fm997/
國立教育廣播電台(台北總台FM台),https://yeslivetv.com/radio/ner-taipei-fm/
國立教育廣播電台(台北總台AM台),https://yeslivetv.com/radio/ner-taipei-am/
國立教育廣播電台(台中AM台),https://yeslivetv.com/radio/ner-taichung-am/
國立教育廣播電台(彰化分台FM),https://yeslivetv.com/radio/ner-changhua-fm/
國立教育廣播電台(高雄分台),https://yeslivetv.com/radio/ner-kaohsiung/
國立教育廣播電台(台東分台FM-1),https://yeslivetv.com/radio/ner-taitung-fm1029/
國立教育廣播電台(台東分台FM-2),https://yeslivetv.com/radio/ner-taitung-fm1005/
國立教育廣播電台(花蓮分台FM-1),https://yeslivetv.com/radio/ner-hualien-fm1/
國立教育廣播電台(花蓮分台FM-2),https://yeslivetv.com/radio/ner-hualien-fm2/
好事989電台,https://yeslivetv.com/radio/bestradio-fm989/
好事935電台,https://yeslivetv.com/radio/bestradio-fm935/
港都983電台,https://yeslivetv.com/radio/bestradio-fm983/
好事903電台,https://yeslivetv.com/radio/bestradio-fm903/
愛樂電台(On Air),https://yeslivetv.com/radio/e-classical-on-air/
愛樂電台(Jazz Online),https://yeslivetv.com/radio/e-classical-jazz-online/
愛樂電台(OBG Online),https://yeslivetv.com/radio/e-classical-obg-online/
愛樂電台(Kids Online),https://yeslivetv.com/radio/e-classical-kids-online/
愛樂電台(UR Classical),https://yeslivetv.com/radio/e-classical-ur-classical/










-------------10------------------

👇4GTV Rob👇,#genre#

Rob Yang,https://a.b/c.m3u8

綜合,#genre#
民視,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv002
民視第一台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv003
民視台灣台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv001
中視,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv040
中視菁采台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv064
中天亞洲台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv109
華視,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv041
靖天綜合台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv046
靖天國際台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv063
靖天日本台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv047
三立綜合台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/169
台視,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv066
Arirang TV,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv079
Bloomberg TV,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/283

新聞財經,#genre#
民視新聞台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/litv-ftv13
中視新聞台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv074
中天新聞台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv009
華視新聞,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv052
靖天資訊台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv065
寰宇新聞台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/litv-longturn14
寰宇新聞台灣台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/litv-longturn15
寰宇財經台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/litv-longturn23
TVBS 新聞台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv072
三立 iNEWS,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/229
台視新聞台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv051
台視財經台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv056
東森新聞,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv152
東森財經新聞,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv153
非凡新聞台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv010
非凡商業台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv048
鏡電視新聞台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv075
CNBC Asia 財經台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/235
VOA 美國之音,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/litv-ftv03
DW德國之聲,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/226
SBN 全球財經台,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/4gtv/224
